ProductID,AnnualDemand,AvgDailyDemand,DemandStd,Revenue,SellingDays,UnitCost,AnnualConsumption,CumPct,ABC,CV,XYZ,ABC_XYZ,HoldingCost,EOQ,SafetyStock,ReorderPoint,CurrentStock,InventoryStatus,InventoryTurnover,DIO,Recommendation
2005,599110.0,1664.1944444444443,351.25406207621097,4709414,360,464,277987040.0,5.471661401762966,A,0.21106551776374283,X,AX,92.80000000000001,2540.8515745981563,1528.6132936980782,13177.974404809187,3648.0,Critical,164.2297149122807,2.222496703443441,Urgent replenishment: order 2540 units
2855,636187.0,1767.1861111111111,405.2849354654039,5495310,360,433,275468971.0,5.6267945634241,A,0.22933913576911413,X,AX,86.60000000000001,2710.400377776721,1763.7488273475599,14134.051605125338,2832.0,Critical,224.642302259887,1.6248052852384598,Urgent replenishment: order 2710 units
1585,590526.0,1640.35,485.3426205594108,4395228,360,466,275185116.0,5.781767869245778,A,0.29587747770866635,X,AX,93.2,2517.164253645027,2112.149756788887,13594.599756788886,2429.0,Critical,243.1148620831618,1.5013479508099559,Urgent replenishment: order 2517 units
1852,538860.0,925.8762886597938,574.0311467809656,5291681,582,483,260269380.0,5.928341226152037,A,0.6199868749332331,Y,AY,96.60000000000001,2361.8342172060293,2498.111016224357,8979.245036842913,3807.0,Critical,141.5445232466509,2.5786939093642136,Urgent replenishment: order 2361 units
2256,1733268.0,2978.1237113402062,329.7959706538639,9697494,582,149,258256932.0,6.073781252433851,A,0.11073951340505264,X,AX,29.8,7626.490392355974,1435.2303912721081,22282.09637065355,8141.0,Critical,212.90603120009825,1.7143713493816306,Urgent replenishment: order 7626 units
2328,724076.0,1244.1168384879725,771.0203781370191,5817492,582,353,255598828.0,6.217724340327116,A,0.6197330944206756,Y,AY,70.60000000000001,3202.5043316651854,3355.3832595298195,12064.201128945626,5628.0,Critical,128.65600568585643,2.837022632983278,Urgent replenishment: order 3202 units
2124,596700.0,1025.2577319587629,647.9798308363856,3971695,582,428,255387600.0,6.361548473016996,A,0.6320165268087422,Y,AY,85.60000000000001,2640.226201014482,2819.926345079026,9996.730468790367,1872.0,Critical,318.75,1.1450980392156862,Urgent replenishment: order 2640 units
2170,754266.0,1295.9896907216496,818.3263322930362,6403372,582,333,251170578.0,6.502997746740803,A,0.6314296619422685,Y,AY,66.60000000000001,3365.310582296278,3561.252794437206,12633.180629488754,3027.0,Critical,249.17938553022796,1.4648081711226544,Urgent replenishment: order 3365 units
2125,579680.0,1610.2222222222222,350.86877540604365,4405713,360,429,248682720.0,6.643045957848001,A,0.2179008403708524,X,AX,85.80000000000001,2599.264733761676,1526.9365747943275,12798.492130349881,5562.0,Critical,104.22150305645451,3.502156362130831,Urgent replenishment: order 2599 units
1440,510371.0,876.9261168384879,544.0518158713205,3992892,582,487,248550677.0,6.783019807592498,A,0.6204078147800494,Y,AY,97.4,2289.0934155900545,2367.6447562933495,8506.127574162765,3664.0,Critical,139.29339519650654,2.6203683203003307,Urgent replenishment: order 2289 units
2044,665096.0,1142.7766323024055,716.8421558159813,5250047,582,369,245420424.0,6.921230823421704,A,0.6272810762429801,Y,AY,73.8,3002.0228049448947,3119.606481947958,11119.042908064795,2774.0,Critical,239.7606344628695,1.5223516605121667,Urgent replenishment: order 3002 units
1469,521657.0,1449.0472222222222,287.4474940414381,4881963,360,469,244657133.0,7.059011984136311,A,0.19836999763238627,X,AX,93.80000000000001,2358.2568279397647,1250.9351722076497,11394.265727763206,1648.0,Critical,316.5394417475728,1.1530948496809206,Urgent replenishment: order 2358 units
2686,992558.0,1705.426116838488,1112.6276123007585,6525953,582,242,240199036.0,7.194282522038876,A,0.6524044643829796,Y,AY,48.400000000000006,4528.509323631218,4842.014777125841,16779.997594995257,3050.0,Critical,325.4288524590164,1.1215969243107202,Urgent replenishment: order 4528 units
3148,555630.0,954.6907216494845,614.0460414458457,3564877,582,431,239476530.0,7.329146173315729,A,0.6431884457669352,Y,AY,86.2,2538.8626717278885,2672.250781524474,9355.085833070865,2279.0,Critical,243.8043001316367,1.4971023882799703,Urgent replenishment: order 2538 units
1792,637105.0,1094.6821305841925,333.87453247033665,3191221,582,375,238914375.0,7.463693241268597,A,0.304996786868312,X,AX,75.0,2914.572581586078,1452.9797769303925,9115.75469101974,3397.0,Critical,187.54930821312922,1.9461548724307611,Urgent replenishment: order 2914 units
1608,489160.0,840.4810996563574,506.57468622411164,3611446,582,485,237242600.0,7.597298832072898,A,0.6027199022455495,Y,AY,97.0,2245.6372364961676,2204.5490236781916,8087.916721272693,3813.0,Critical,128.2874377130868,2.845173358410336,Urgent replenishment: order 2245 units
2253,581631.0,1615.6416666666667,468.2293820852243,5117062,360,407,236723817.0,7.730612264937544,A,0.2898101675300676,X,AX,81.4,2673.07762332933,2037.6751053777634,13347.166772044431,5547.0,Critical,104.85505678745268,3.4809956828298354,Urgent replenishment: order 2673 units
2308,992185.0,1704.7852233676977,1121.8725296237878,5963172,582,236,234155660.0,7.86247941398443,A,0.6580726500008007,Y,AY,47.2,4584.852085298695,4882.247489128062,16815.744052701946,8950.0,Critical,110.85865921787709,3.2924807369593374,Urgent replenishment: order 4584 units
2712,524769.0,901.6649484536083,549.2269855854355,4679264,582,445,233522205.0,7.993989826384851,A,0.6091253591784641,Y,AY,89.0,2428.22587476462,2390.166440954817,8701.821080130076,2620.0,Critical,200.2935114503817,1.8223256328022424,Urgent replenishment: order 2428 units
2895,533346.0,1481.5166666666667,310.09885161281665,5313351,360,433,230938818.0,8.124045378037618,A,0.20931175368450122,X,AX,86.60000000000001,2481.6788253413865,1349.5110181331133,11720.12768479978,1730.0,Critical,308.29248554913295,1.183940631410004,Urgent replenishment: order 2481 units
3113,499147.0,1386.5194444444444,335.90281566358,2503295,360,459,229108473.0,8.253070152228407,A,0.24226332851622628,X,AX,91.80000000000001,2331.80855875522,1461.8066090935563,11167.442720204668,3064.0,Critical,162.90698433420366,2.2405423652751595,Urgent replenishment: order 2331 units
2375,475263.0,1320.175,289.09409931552227,3975040,360,481,228601503.0,8.381809421091024,A,0.21898164964154168,X,AX,96.2,2222.6929219673657,1258.1009902954481,10499.325990295449,2836.0,Critical,167.5821579689704,2.1780361610308394,Urgent replenishment: order 2222 units
3104,517078.0,888.4501718213058,574.4414304917213,3138764,582,442,228548476.0,8.510518827257549,A,0.6465657261499848,Y,AY,88.4,2418.5323323317257,2499.896519090123,8719.047721839264,3745.0,Critical,138.07156208277704,2.6435566781027235,Urgent replenishment: order 2418 units
1576,489948.0,841.8350515463917,544.7398946098969,3549164,582,466,228315768.0,8.639097181539526,A,0.6470862594866393,Y,AY,93.2,2292.8045685796183,2370.639188018016,8263.484548842758,2629.0,Critical,186.36287561810573,1.9585445802411685,Urgent replenishment: order 2292 units
1754,763263.0,1311.4484536082475,795.4277515963678,5016353,582,299,228215637.0,8.767619146027206,A,0.6065261272052831,Y,AY,59.800000000000004,3572.61743232126,3461.601064709591,12641.740239967323,5958.0,Critical,128.107250755287,2.849175186010589,Urgent replenishment: order 3572 units
2822,1233261.0,2119.005154639175,1345.8898399375223,8173223,582,185,228153285.0,8.8961059963499,A,0.6351517536382307,Y,AY,37.0,5773.333385348396,5857.142516789732,20690.178599263956,3633.0,Critical,339.4607762180016,1.0752346826827412,Urgent replenishment: order 5773 units
2612,649966.0,1116.7800687285223,688.6965985855206,3794160,582,351,228138066.0,9.024584275937464,A,0.6166805961800663,Y,AY,70.2,3042.8235125907204,2997.1205733531483,10814.581054452805,2636.0,Critical,246.57283763277692,1.4802928153164936,Urgent replenishment: order 3042 units
1144,458540.0,787.8694158075601,484.2422902381409,4366255,582,496,227435840.0,9.152667089788233,A,0.6146225256653683,Y,AY,99.2,2149.97186778294,2107.361258268442,7622.447168921362,4159.0,Critical,110.25246453474392,3.3105835913987876,Urgent replenishment: order 2149 units
3149,521714.0,1449.2055555555555,338.79820695908023,3969822,360,434,226423876.0,9.280180005787212,A,0.23378202330255443,X,AX,86.80000000000001,2451.638218399495,1474.4069861499759,11618.845875038864,5821.0,Critical,89.62618106854492,4.072470740674009,Urgent replenishment: order 2451 units
1253,1139545.0,3165.402777777778,583.290800246695,7776539,360,198,225629910.0,9.407245791732363,A,0.1842706414304044,X,AX,39.6,5364.362859547151,2538.407858057549,24696.227302501993,10815.0,Critical,105.36708275543226,3.4640799617391154,Urgent replenishment: order 5364 units
1094,492760.0,846.6666666666666,555.9689117804359,3335427,582,454,223713040.0,9.533232072778963,A,0.6566561950162628,Y,AY,90.80000000000001,2329.564819166025,2419.5064518457734,8346.173118512439,4859.0,Critical,101.41181313027371,3.59918621641367,Urgent replenishment: order 2329 units
2220,650952.0,1118.4742268041236,681.2589504073754,5312249,582,342,222625584.0,9.658605941883721,A,0.6090966909036188,Y,AY,68.4,3084.9379418820013,2964.7528683029636,10794.07245593183,6143.0,Critical,105.96646589614195,3.4444859221570865,Urgent replenishment: order 3084 units
2485,506129.0,1405.9138888888888,312.97406306587993,3585641,360,438,221684502.0,9.783449831058208,A,0.22261254088131047,X,AX,87.60000000000001,2403.6905604720178,1362.023575065172,11203.420797287394,3158.0,Critical,160.26884103863205,2.277423344641386,Urgent replenishment: order 2403 units
2374,493422.0,847.8041237113403,519.9838036503611,3610361,582,449,221546478.0,9.90821599060882,A,0.6133301184878464,Y,AY,89.80000000000001,2344.0727506060107,2262.9038083413684,8197.53267432075,4401.0,Critical,112.11588275391956,3.255560149324513,Urgent replenishment: order 2344 units
3038,441290.0,758.2302405498282,480.2130571826992,3451478,582,494,217997260.0,10.03098337182964,A,0.633334087063679,Y,AY,98.80000000000001,2113.4090885837745,2089.826545144983,7397.43822899378,3290.0,Critical,134.1306990881459,2.7212264044052668,Urgent replenishment: order 2113 units
2324,491541.0,844.5721649484536,536.1790977870535,3608108,582,439,215786499.0,10.152505740436654,A,0.6348529113788374,Y,AY,87.80000000000001,2366.0973894774547,2333.383681987149,8245.388836626324,3079.0,Critical,159.6430659304969,2.2863504773762515,Urgent replenishment: order 2366 units
2048,616414.0,1059.1305841924398,675.8828077688647,4529696,582,350,215744900.0,10.27400468214238,A,0.6381487022057891,Y,AY,70.0,2967.4760800576446,2941.3565748694623,10355.270664216541,2796.0,Critical,220.46280400572246,1.6556080815815344,Urgent replenishment: order 2967 units
2757,666949.0,1852.6361111111112,322.7372282051051,7174007,360,323,215424527.0,10.39532320252435,A,0.17420432769797667,X,AX,64.60000000000001,3213.1429980155867,1404.5116360776915,14372.96441385547,6841.0,Critical,97.49291039321737,3.7438619744538184,Urgent replenishment: order 3213 units
2171,643695.0,1788.0416666666667,384.3986599031999,5772623,360,333,214350435.0,10.516036837037435,A,0.21498305496415535,X,AX,66.60000000000001,3108.8728005645535,1672.8543952902899,14189.146061956957,1670.0,Critical,385.44610778443115,0.9469546912745943,Urgent replenishment: order 3108 units
2613,591316.0,1642.5444444444445,301.6878946244309,3917771,360,361,213465076.0,10.636251872596246,A,0.18367106938556563,X,AX,72.2,2861.81276451989,1312.9075961280473,12810.718707239159,5819.0,Critical,101.61814744801512,3.591878115931245,Urgent replenishment: order 2861 units
3147,448639.0,1246.2194444444444,309.7344521015251,5033838,360,471,211308969.0,10.755252674498992,A,0.24853925484977685,X,AX,94.2,2182.34325454989,1347.9251975054888,10071.4613086166,4722.0,Critical,95.01037695891571,3.841685631431953,Urgent replenishment: order 2182 units
1796,433501.0,744.8470790378007,467.1817717979067,3413808,582,485,210247985.0,10.873655972436795,A,0.6272183713218233,Y,AY,97.0,2114.0204526510156,2033.1160377833762,7247.045591047981,2636.0,Critical,164.4540971168437,2.219464314961211,Urgent replenishment: order 2114 units
2297,591959.0,1644.3305555555555,353.447847184498,3963614,360,354,209553486.0,10.99166815617669,A,0.2149493883637537,X,AX,70.8,2891.5398708748176,1538.1603692826925,13048.47425817158,5975.0,Critical,99.0726359832636,3.684165626335608,Urgent replenishment: order 2891 units
2440,520406.0,894.1683848797251,559.8912629528609,3879660,582,400,208162400.0,11.108896935642273,A,0.6261586435178784,Y,AY,80.0,2550.5048519851907,2436.5760285199367,8695.754722678012,2760.0,Critical,188.55289855072465,1.9357962821335648,Urgent replenishment: order 2550 units
2636,1666965.0,2864.201030927835,338.13773044332953,8363499,582,124,206703660.0,11.225304210793157,A,0.11805656334597175,X,AX,24.8,8198.556619622828,1471.5326758112308,21520.939892306076,11803.0,Critical,141.2323138185207,2.584394393403581,Urgent replenishment: order 8198 units
1140,415972.0,714.7285223367697,441.0647403440328,3541778,582,492,204658224.0,11.340559577790815,A,0.61710807189,Y,AY,98.4,2056.0539203963585,1919.4580170437882,6922.5576734011765,3081.0,Critical,135.01200908795846,2.7034632138701644,Urgent replenishment: order 2056 units
2118,545504.0,937.2920962199313,581.341659023105,3823123,582,375,204564000.0,11.455761881581497,A,0.6202353155090469,Y,AY,75.0,2696.9217019903763,2529.925441745939,9090.970115285458,2119.0,Critical,257.43463898065124,1.4178356162374612,Urgent replenishment: order 2696 units
2713,530216.0,1472.8222222222223,284.85082164380054,5506337,360,380,201482080.0,11.569228570678982,A,0.19340475540490704,X,AX,76.0,2641.3114764808547,1239.634782048613,11549.390337604169,2817.0,Critical,188.22009229676962,1.9392191107020533,Urgent replenishment: order 2641 units
1803,433952.0,1205.4222222222222,260.77769816712333,4281571,360,463,200919776.0,11.682378592541614,A,0.21633722471647648,X,AX,92.60000000000001,2164.7879100420814,1134.8715905576062,9572.827146113163,2067.0,Critical,209.94291243347848,1.73856786003982,Urgent replenishment: order 2164 units
1045,412196.0,1144.9888888888888,243.7857863483901,3493968,360,486,200327256.0,11.795194930720694,A,0.2129154166595999,X,AX,97.2,2059.295896290129,1060.9249374201813,9075.847159642402,2708.0,Critical,152.21418020679468,2.3979369038030454,Urgent replenishment: order 2059 units
1058,518922.0,1099.4110169491526,682.6996527349337,3711425,472,384,199266048.0,11.907413638786943,A,0.620968538799451,Y,AY,76.80000000000001,2599.3839414368936,2971.0226227853746,10666.899741429443,4548.0,Critical,114.09894459102902,3.198977881068831,Urgent replenishment: order 2599 units
1609,455771.0,1266.0305555555556,216.14816609082263,3673187,360,435,198260385.0,12.019065997473845,A,0.17072902793880293,X,AX,87.0,2288.830951913396,940.6495063484955,9802.863395237386,4046.0,Critical,112.64730598121602,3.2402017679931365,Urgent replenishment: order 2288 units
1478,569301.0,978.180412371134,605.9449485294574,4679859,582,348,198116748.0,12.130637465518651,A,0.6194613395095814,Y,AY,69.60000000000001,2860.002109958228,2636.9958488063216,9484.25873540426,4139.0,Critical,137.54554240154627,2.6536665138476834,Urgent replenishment: order 2860 units
2052,718026.0,1233.721649484536,795.3507858006394,4934537,582,275,197457150.0,12.241837474219802,A,0.6446760386615138,Y,AY,55.0,3613.1728690747946,3461.2661192919772,12097.31766568373,4801.0,Critical,149.55759216829827,2.4405314013698667,Urgent replenishment: order 3613 units
2997,397281.0,1103.5583333333334,212.6290057371758,2654688,360,497,197448657.0,12.353032700001345,A,0.19267581904340575,X,AX,99.4,1999.197525125219,925.3345651704697,8650.242898503804,2833.0,Critical,140.2333215672432,2.602805067445964,Urgent replenishment: order 1999 units
1867,461016.0,1280.6,345.5192628534414,3957925,360,427,196853832.0,12.463892944015068,A,0.26981045045560004,X,AX,85.4,2323.4271706533455,1503.6561721297217,10467.856172129721,2438.0,Critical,189.09598031173093,1.9302366946049594,Urgent replenishment: order 2323 units
2509,545603.0,1515.5638888888889,440.4048230470544,2757648,360,357,194780271.0,12.573585440994856,A,0.2905880948179163,X,AX,71.4,2764.326066049332,1916.586140354477,12525.533362576698,2060.0,Critical,264.8558252427184,1.3781082582023927,Urgent replenishment: order 2764 units
2687,835585.0,2321.0694444444443,524.4789356479525,6385829,360,233,194691305.0,12.683227835864011,A,0.2259643445409658,X,AX,46.6,4234.502164799422,2282.46605479008,18529.952165901188,4229.0,Critical,197.58453535114685,1.8473105668483756,Urgent replenishment: order 4234 units
1194,403275.0,692.9123711340206,434.2547110832335,3875979,582,481,193975275.0,12.792466991132928,A,0.6267094212397046,Y,AY,96.2,2047.4490999895008,1889.8216302159767,6740.208228154121,3475.0,Critical,116.05035971223022,3.145186287272953,Urgent replenishment: order 2047 units
2515,414063.0,1150.175,216.59557563440924,4082104,360,468,193781484.0,12.901597011022925,A,0.18831532213307475,X,AX,93.60000000000001,2103.2712616303206,942.5965761475218,8993.821576147522,1114.0,Critical,371.6903052064632,0.9820003236222506,Urgent replenishment: order 2103 units
2039,458756.0,1274.3222222222223,277.45432820587473,3933934,360,422,193595032.0,13.010622028566726,A,0.21772697938362637,X,AX,84.4,2331.4153706132574,1207.4461772275508,10127.701732783105,3887.0,Critical,118.02315410342166,3.0926135026026906,Urgent replenishment: order 2331 units
2216,694702.0,1193.6460481099657,760.0679957420318,4847661,582,278,193127156.0,13.119383556967335,A,0.6367616237204765,Y,AY,55.6,3534.77584689182,3307.7198752896975,11663.242212059457,3386.0,Critical,205.16893089190785,1.7790217963961528,Urgent replenishment: order 3534 units
2699,399116.0,1108.6555555555556,206.74274036416327,3660350,360,482,192373912.0,13.227720888323907,A,0.1864805884281732,X,AX,96.4,2034.749976994635,899.7182820555163,8660.307170944405,1571.0,Critical,254.05219605346912,1.4367126349231802,Urgent replenishment: order 2034 units
1529,413795.0,1149.4305555555557,266.4961875998633,4830193,360,464,192000880.0,13.33584814290359,A,0.23185062056320344,X,AX,92.80000000000001,2111.6339277506377,1159.7577339806583,9205.771622869548,2910.0,Critical,142.1975945017182,2.5668507352674634,Urgent replenishment: order 2111 units
2558,385944.0,663.1340206185567,420.6152725245255,3098306,582,497,191814168.0,13.443870248715426,A,0.6342839598731262,Y,AY,99.4,1970.466040943377,1830.4645170877145,6472.402661417612,2182.0,Critical,176.8762603116407,2.0635895363057855,Urgent replenishment: order 1970 units
1861,410396.0,1139.9888888888888,257.0374280732611,3857536,360,467,191654932.0,13.551802679149159,A,0.22547362573313093,X,AX,93.4,2096.177820725805,1118.594407729586,9098.516629951808,1242.0,Critical,330.4315619967794,1.104616029395998,Urgent replenishment: order 2096 units
2232,393811.0,676.6512027491409,416.14363954467774,2481465,582,486,191392146.0,13.659587118965755,A,0.6150046550629679,Y,AY,97.2,2012.8471124112698,1811.004535394888,6547.5629546388745,3662.0,Critical,107.5398689240852,3.394090058429043,Urgent replenishment: order 2012 units
1526,411130.0,706.4089347079038,426.5874487340805,3577713,582,465,191175450.0,13.767249524218977,A,0.6038817288041127,Y,AY,93.0,2102.558605169436,1856.454673307609,6801.317216262936,4170.0,Critical,98.59232613908873,3.7021136866684503,Urgent replenishment: order 2102 units
1180,404505.0,695.0257731958762,450.6254872943999,2587298,582,472,190926360.0,13.874771651897202,A,0.6483579525725041,Y,AY,94.4,2070.0267131658807,1961.065179675956,6826.245592047089,1011.0,Critical,400.10385756676556,0.9122631364260022,Urgent replenishment: order 2070 units
1604,453041.0,778.4209621993127,488.5208273284446,3180749,582,421,190730261.0,13.982183344422758,A,0.6275792290436291,Y,AY,84.2,2319.5979051993527,2125.980911049566,7574.927646444756,3832.0,Critical,118.22573068893529,3.0873143931785423,Urgent replenishment: order 2319 units
1866,455145.0,782.0360824742268,504.86880462494565,3213819,582,418,190250610.0,14.089324916593728,A,0.6455824941320203,Y,AY,83.60000000000001,2333.306276899409,2197.1252425137923,7671.37781983338,2099.0,Critical,216.83897093854216,1.6832767579562558,Urgent replenishment: order 2333 units
1755,765942.0,2127.616666666667,447.45874555020055,5833963,360,247,189187674.0,14.195867885511039,A,0.21030985165726934,X,AX,49.400000000000006,3937.6260342273617,1947.2839197546361,16840.600586421304,4940.0,Critical,155.048987854251,2.3540946964652676,Urgent replenishment: order 3937 units
2986,447938.0,769.6529209621993,490.9243553769734,3117481,582,422,189029836.0,14.302321966348206,A,0.6378516107796135,Y,AY,84.4,2303.7626342315557,2136.4407614069983,7524.011208142394,4564.0,Critical,98.14592462751972,3.718952176417272,Urgent replenishment: order 2303 units
1287,615201.0,1708.8916666666667,322.6294336578662,4896277,360,307,188866707.0,14.408684179424599,A,0.18879455026378666,X,AX,61.400000000000006,3165.3688980253655,1404.0425278290247,13366.28419449569,4632.0,Critical,132.81541450777203,2.74817498671166,Urgent replenishment: order 3165 units
1213,746296.0,2073.0444444444443,277.99041730587913,3736393,360,252,188066592.0,14.514595799575075,A,0.13409766396994824,X,AX,50.400000000000006,3848.0462987677674,1209.77916925056,15721.09028036167,1640.0,Critical,455.05853658536586,0.8020946112534436,Urgent replenishment: order 3848 units
2845,574153.0,1594.8694444444445,368.1425667884456,4587418,360,327,187748031.0,14.620328018848086,A,0.23082928077331374,X,AX,65.4,2962.9542452301243,1602.1099321745414,12766.196043285654,1303.0,Critical,440.6392939370683,0.8283419227975818,Urgent replenishment: order 2962 units
3018,497738.0,855.2199312714777,559.5212021392655,3158977,582,373,185656274.0,14.724882243824103,A,0.6542424722344938,Y,AY,74.60000000000001,2583.0391311040976,2434.965570620048,8421.505089520391,3050.0,Critical,163.1927868852459,2.2366184619217337,Urgent replenishment: order 2583 units
